0.0,2.0
1.0,2.0
2.0,2.052
3.0,2.607
4.0,4.09
5.0,5.47
6.0,7.02
7.0,7.811
8.0,8.246
9.0,8.472
10.0,8.586
11.0,8.644
12.0,8.672
13.0,8.686
14.0,8.693
